device_id;timestamp;occupied;occupancy_minutes;movements_count;temperature;humidity;co2
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-21T17:00:00Z;1;43;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-21T18:00:00Z;1;46;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-21T19:00:00Z;0.5;22;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-21T20:00:00Z;0.5;23;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-21T21:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-21T22:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-21T23:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T00:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T01:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T02:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T03:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T04:00:00Z;0;3;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T05:00:00Z;1;43;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T06:00:00Z;1;55;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T07:00:00Z;1;53;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T08:00:00Z;0.5;31;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T09:00:00Z;0.5;37;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T10:00:00Z;0.5;22;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T11:00:00Z;0.5;29;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T12:00:00Z;1;49;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T13:00:00Z;0;9;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T14:00:00Z;0;6;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T15:00:00Z;0;11;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T16:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T17:00:00Z;0;2;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T18:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T19:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T20:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T21:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T22:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-22T23:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T00:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T01:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T02:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T03:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T04:00:00Z;0.5;21;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T05:00:00Z;0.5;38;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T06:00:00Z;0.5;28;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T07:00:00Z;1;43;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T08:00:00Z;1;51;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T09:00:00Z;0;7;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T10:00:00Z;0.5;35;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T11:00:00Z;0;11;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T12:00:00Z;0.5;25;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T13:00:00Z;0;4;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T14:00:00Z;0;3;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T15:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T16:00:00Z;0;7;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T17:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T18:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T19:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T20:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T21:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T22:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-23T23:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T00:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T01:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T02:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T03:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T04:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T05:00:00Z;0.5;23;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T06:00:00Z;0;3;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T07:00:00Z;0.5;19;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T08:00:00Z;0.5;29;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T09:00:00Z;0.5;36;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T10:00:00Z;0;14;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T11:00:00Z;0;2;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T12:00:00Z;1;49;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T13:00:00Z;0;9;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T14:00:00Z;0;7;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T15:00:00Z;0;14;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T16:00:00Z;0;9;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T17:00:00Z;0.5;24;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T18:00:00Z;0;2;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T19:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T20:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T21:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T22:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-24T23:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T00:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T01:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T02:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T03:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T04:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T05:00:00Z;1;47;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T06:00:00Z;0.5;38;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T07:00:00Z;0.5;27;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T08:00:00Z;0.5;28;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T09:00:00Z;0.5;32;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T10:00:00Z;0;8;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T11:00:00Z;0;10;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T12:00:00Z;0.5;23;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T13:00:00Z;0.5;27;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T14:00:00Z;0;2;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T15:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T16:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T17:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T18:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T19:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T20:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T21:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T22:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-25T23:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T00:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T01:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T02:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T03:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T04:00:00Z;0;5;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T05:00:00Z;0.5;39;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T06:00:00Z;0;5;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T07:00:00Z;0;12;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T08:00:00Z;0;13;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T09:00:00Z;0;4;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T10:00:00Z;0;8;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T11:00:00Z;0.5;25;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T12:00:00Z;0.5;24;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T13:00:00Z;0;9;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T14:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T15:00:00Z;0;7;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T16:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T17:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T18:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T19:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T20:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T21:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T22:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-26T23:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T00:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T01:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T02:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T03:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T04:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T05:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T06:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T07:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T08:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T09:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T10:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T11:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T12:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T13:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T14:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T15:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T16:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T17:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T18:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T19:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T20:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T21:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T22:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-27T23:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T00:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T01:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T02:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T03:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T04:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T05:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T06:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T07:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T08:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T09:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T10:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T11:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T12:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T13:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T14:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T15:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T16:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T17:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T18:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T19:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T20:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T21:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T22:00:00Z;0;0;0;null;null;null
388e2470-6ba4-4b53-be4b-d7078b0460b1;2018-10-28T23:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T00:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T01:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T02:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T03:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T04:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T05:00:00Z;0;6;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T06:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T07:00:00Z;0;7;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T08:00:00Z;0;11;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T09:00:00Z;0;5;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T10:00:00Z;0;7;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T11:00:00Z;0;3;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T12:00:00Z;0;9;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T13:00:00Z;0;10;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T14:00:00Z;0;3;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T15:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T16:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T17:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T18:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T19:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T20:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T21:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T22:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-15T23:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T00:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T01:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T02:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T03:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T04:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T05:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T06:00:00Z;0;1;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T07:00:00Z;0;4;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T08:00:00Z;0;2;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T09:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T10:00:00Z;0;2;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T11:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T12:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T13:00:00Z;0;6;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T14:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T15:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T16:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T17:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T18:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T19:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T20:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T21:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T22:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-16T23:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T00:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T01:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T02:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T03:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T04:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T05:00:00Z;0;2;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T06:00:00Z;0;2;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T07:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T08:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T09:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T10:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T11:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T12:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T13:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T14:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T15:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T16:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T17:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T18:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T19:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T20:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T21:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T22:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-17T23:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-18T00:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-18T01:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-18T02:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-18T03:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-18T04:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-18T05:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-18T06:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-18T07:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-18T08:00:00Z;0;0;0;null;null;null
9e9d1e17-fe51-427f-9888-54d865bc4a69;2018-10-18T09:00:00Z;0;0;0;null;null;null
